DATE,COMNAM,NCUSIP,PERMNO
19710512,ALLIS CHALMERS CORP,1964510,10153
20040913,ALLIS CHALMERS CORP,1964550,90335
20050111,ALLIS CHALMERS ENERGY INC,1964550,90335
19951011,ALLMERICA FINANCIAL CORP,1975410,82292
19921214,ALLMERICA PROPERTY & CAS COS INC,01975T10,40935
20000328,ALLOS THERAPEUTICS,1977710,87750
19860626,ALLOY COMPUTER PRODUCTS INC,1984710,10417
19990514,ALLOY ONLINE INC,1985510,86878
20010906,ALLOY INC,1985510,86878
20060201,ALLOY INC,1985530,86878
20010109,ALLSCRIPTS HEALTHCARE SOLNS INC,01988P10,87078
20081013,ALLSCRIPTS MISYS HEALTHCARE SOLS,01988P10,87078
20100824,ALLSCRIPTS HEALTHCARE SOLNS INC,01988P10,87078
19870330,ALLSTAR INNS L P,1989110,75004
19930603,ALLSTATE CORP,2000210,79323
19890808,ALLSTATE FINANCIAL CORP VA,2001110,75795
19831026,ALLTEL CORP,2003910,41443
19930406,ALLTRISTA CORP,2004010,78977
19861205,ALLWASTE INC,2004710,10914
19920228,ALLWASTE INC,2004720,10914
19860624,ALOETTE COSMETICS INC,2045410,10407
20050728,ALON U S A ENERGY INC,2052010,90779
19680313,ALPHA INDUSTRIES INC,2075310,45911
19791016,ALPHA SOLARCO INC,2077410,12045
19951120,ALPHA SOLARCO INC,2077420,12045
19960321,ALPHANET SOLUTIONS INC,2078710,83234
19950918,ALPHARMA INC,2081310,65832
20040206,ALPHASMART INC,02081F10,90021
19721214,ALPINE GEOPHYSICAL ASSOC INC,2082510,68814
19801015,ALPINE GEOPHYSICAL CORP,2082510,68814
19841127,ALPINE GROUP INC,2082510,68814
19910603,ALPNE LACE BRANDS INC,2083710,75523
19921001,ALPINE MEADOWS OF TAHOE INC,2083910,77970
19810618,ALPHA MICROSYSTEMS INC,2090310,12117
19900108,ALPNET INC,2108910,10422
19880809,ALS FORMAL WEAR INC,2109910,12112
19811111,ALTA ENERGY CORP,2127010,12125
19890918,ALTA ENERGY CORP,2127020,12125
19930201,ALTA ENERGY CORP,2127030,12125
19891127,ALTA GOLD CO,2127110,70691
19910122,A L T A HEALTH STRATEGIES INC,2127410,76554
19860814,ALTAI INC,2136210,10578
20020717,ALTAIR NANOTECHNOLOGIES INC,2137310,84596
20101116,ALTAIR NANOTECHNOLOGIES INC,2137320,84596
20121218,ALTAIR NANOTECHNOLOGIES INC,2137330,84596
19880331,ALTERA CORP,2144110,75577
19910314,ALTER SALES INC,02144L10,76882
19911211,ALTER SALES INC,02144L20,76882
19950321,ALTER SALES INC,02144L30,76882
19990924,ALTEON WEBSYSTEMS INC,02145A10,87221
19960806,ALTERNATIVE LIVING SERVICES INC,02145K10,83816
19940503,ALTERNATIVE RESOURCES CORP,02145R10,80503
19991005,ALTIGEN COMMUNICATIONS INC,2148910,87301
20020523,ALTIRIS INC,02148M10,89383
20130204,ALTEVA,02153V10,86008
19821104,ALTOS COMPUTER SYSTEMS,2206010,12192
20061215,ALTRA HOLDINGS INC,02208R10,91658
20131205,ALTRA INDUSTRIAL MOTION CORP,02208R10,91658
19840807,ALTRON INC,2209210,12205
19931117,ALUMAX INC,2219710,79888
19680102,ALUMINUM COMPANY AMER,2224910,24643
19971204,ALYDAAR SOFTWARE CORP,2261010,85673
19830608,ALZA CORP,2261510,64856
19990922,ALYSIS TECHNOLOGIES INC,02261D10,84219
19951129,AMATI COMMUNICATIONS CORP,2311510,43474
19870811,AMAX GOLD INC,2312010,75111
19740628,AMAX INC,2312710,10161
19970515,AMAZON COM INC,2313510,84788
19910711,AMBAC INC,2313910,76757
19970714,AMBAC FINANCIAL GROUP INC,2313910,76757
20130501,AMBAC FINANCIAL GROUP INC,2313988,13919
19921204,AMBANC CORP,2316010,78119
19951227,AMBANC HOLDING INC,2316110,82665
19911212,AMBAR INC,2316210,77174
19890522,AMBASE CORP,2316410,67969
19960605,AMBASSADOR APARTMENTS INC,02316A10,80838
19971017,AMBASSADOR BANK OF THE CMMWLTH,02316N10,85451
19790213,AMBER RESOURCES CO,2318410,12264
20110803,AMBIENT CORP,02318N20,12959
20130516,AMBIT BIOSCIENCES CORP,02318X10,13920
19830831,AMBULATORY MEDICAL CARE INC,2336510,12299
19950804,AMCON DISTRIBUTING CO,02341Q10,82171
20040517,AMCON DISTRIBUTING CO,02341Q20,82171
19950522,AMCOL INTERNATIONAL CORP,02341W10,11599
19890210,AMDURA CORP,2342610,41734
19911024,AMDURA CORP,2342670,41734
20060210,AMCOMP INC NEW,02342J10,91087
19950811,AMEDISYS INC,2343610,80795
20050509,AMEGY BANCORPORATION INC,02343R10,84439
19970318,AMERAC ENERGY CORP,2351730,84641
19690623,AMERADA HESS CORP,2355110,28484
19870828,AMERALIA INC,2355910,11642
19930119,AMERALIA INC,2355920,11642
19980102,AMEREN CORP,2360810,24985
19900320,AMERIANA BANCORP,2361310,11131
19830321,AMERIBANC INC,2361810,12416
19860616,AMERIBANC INVESTORS GROUP INC,2362210,50498
20030102,AMERICA FIRST APT INV INC,02363X10,89646
19880601,AM 1ST PARTICIP PREF EQ MTG L P,2364110,78668
19930607,AMERICA FIRST REIT INC,2.36E+13,79324
19920319,AMERICA ONLINE INC DEL,02364J10,77418
19911121,AMERICA SERVICE GROUP INC,02364L10,77087
20010122,AMERICA FIRST REAL INV PART LP,02364Y10,88858
19970102,AMERICA WEST HOLDINGS CORP,2365720,80778
19990413,AMERICAN ACCESS TECHNOLOGIES INC,02368F10,86812
19680102,AMERICAN AIRLS INC,2377110,21020
19921231,AMERICAN ANNUITY GROUP INC,2384010,75188
20071213,AMERICAN APPAREL INC,2385010,91136
19760812,AMDAHL CORP,2390510,60046
19860529,AMCORE FINANCIAL INC,2391210,10304
19881201,AMERICA FIRST PREP FD 2 LP,2391410,75377
19990129,AMERICAN AXLE & MFG HLGDS INC,2406110,86547
19900118,AMERICAN BANCORP OF NEVADA,2407310,76294
19780217,AMERICAN BANCORPORATION OH,2407610,12491
19810601,AMERICAN BANCORPORATION OH,2407630,12491
19881216,AMERICAN BANCORPORATION OH,2407640,12491
20051006,AMERICAN BANCORP OF NJ INC,2.41E+13,90944
19960206,AMERICAN BANCSHARES INC FL,02408H10,83106
19820902,AMERICAN BANK CONN WATERBURY,2432710,12504
19980715,AMERICAN BANK NT HGRHCS INC DEL,2437710,86219
19801203,AMERICAN BANKERS INS GROUP INC,2445610,12539
19851213,AMERICAN BARRICK RESOURCES CORP,2.45E+13,71298
19910712,AMERICAN BIODYNE INC,02461P10,76731
19911022,AMERICAN BIOMED INC,02461T10,77197
19890314,AMERICAN BODY ARMOR & EQUIP INC,2463510,75722
19960318,AMERICAN BODY ARMOR & EQUIP INC,2463520,83189
19690701,AMERICAN BRANDS INC,2470310,10225
19940429,AMERICAN BUILDINGS CO NEW,2475710,80431
19861002,AMERICAN BUSINESS COMPUTERS CP,2475910,91783
19860501,AMERICAN BUSINESS PRODS INC GA,2476310,56119
19920219,AMERICAN BUSINESS INFO INC,02476F10,77347
19971010,AMERICAN BUSINESS INFO INC,02476F20,85450
20040812,AMERICAN CAMPUS COMMUNITIES INC,2483510,90300
19970829,AMERICAN CAPITAL STRATEGIES LTD,2493710,85271
20080708,AMERICAN CAPITAL LTD,02503Y10,85271
19780718,AMERICAN CITY BK LOS ANGELES,2514110,12670
19850718,AMERICAN CITY BUSINESS JOUR INC,2514310,85359
19951016,AMERICAN COIN MERCHANDISING INC,02516B10,82470
19680102,AMERICAN COMMERCIAL LINES INC,2519510,26964
20051007,AMERICAN COMMERCIAL LINES INC,2519520,90946
20090526,AMERICAN COMMERCIAL LINES INC,2519540,90946
19830304,AMERICAN COMMUNICATIONS & TELE,2520110,12694
19861001,AMERICAN COMMUNITY DEV GRP INC,02520G10,22940
20000717,AMERICAN COMMUNITY BNCSHRS INC,02520W10,88416
19861007,AMERICAN CONSUMER PRODUCTS INC,2523610,10733
19970730,AMERICAN COUNTRY HOLDINGS INC,2527810,80062
20000509,AMERICAN COUNTRY HOLDINGS INC NE,2527820,80062
19680102,AMERICAN CYANAMID CO,2532110,23341
19750721,AMERICAN CYTOLOGY SVCS CORP,2532810,12723
19820930,AMERICAN CYTOGENETICS INC,2532810,12723
19980416,AMERICAN DENTAL PARTNERS INC,2535310,85959
19960725,AMERICAN DISPOSAL SERVICES INC,2538910,83731
20091019,AMERICAN D G ENERGY INC,2539810,93052
19881027,AMERICAN DRUG SCREENS INC,2548010,12113
19840509,AMERICAN ECOLOGY CORP,2553310,12758
20010702,AMERICAN ECOLOGY CORP,2553340,12758
19680102,AMERICAN ELECTRIC POWER CO INC,2553710,24109
19931208,AMERICAN ECO CORP,02553G10,76481
19900409,AMERICAN EDUCATIONAL PRDCTS INC,02553T10,76298
19970422,AMERICAN EDUCATIONAL PRDCTS INC,02553T20,76298
19940616,AMERICAN ELECTRONIC COMPNTS INC,2556210,80608
19850809,AMERICAN ENTERPRISES,2566410,12627
19860410,AMERICAN ENTERPRISES,2566420,12627
19831115,AMERICAN EXPLORATION CO,2576210,12811
19950614,AMERICAN EXPLORATION CO,2576280,12811
19690102,AMERICAN EXPRESS CO,2581610,59176
19890119,AMERICAN FEDERAL BANK FSB GRNVLE,2589310,75683
19880421,AMERICAN GOVERNMENT INCOME FD IN,2591710,75282
19960726,AMERICAN GENERAL HOSP CORP,2593010,83718
19971203,AMERICAN FINANCIAL GROUP INC NEW,2593210,60687
19880916,AMERICAN FILM TECHNOLOGIES INC,2603810,12114
19900319,AMERICAN FILM TECHNOLOGIES INC,2603830,12114
19721214,AMERICAN FILTRONA CORP,2604210,12918
19991130,AMERICAN FINANCIAL HOLDINGS INC,2607510,87374
20030625,AMERICAN FINANCIAL RLTY TRUST,02607P30,89759
19950612,AMERICAN FINANCIAL GROUP INC,02608W10,60687
19840208,AMERICAN FRUCTOSE CORP,2629610,66763
19841116,AMERICAN FRUCTOSE CORP,2629620,66771
19841116,AMERICAN FRUCTOSE CORP,2629630,66798
19930104,AMERICAN FREIGHTWAYS CORP,02629V10,75483
19920508,AMERICAN FUNERAL SERVICES CORP,2630210,77583
19800701,AMERICAN GENERAL CORP,2635110,48397
19721214,AMERICAN GREETINGS CORP,2637510,13056
19870212,AMERICAN HEALTH PPTYS INC,2649410,71300
19840824,AMERICAN HEALTHCARE MANAGEMENT,2649610,66421
19900103,AMERICAN HEALTHCARE MANAGEMENT,2649620,66421
19721214,AMERICAN HERITAGE LIFE INVT,2652210,59643
19920731,AMERICAN HOLDINGS INC NJ,2658710,25786
19680102,AMERICAN HOME PRODUCTS CORP,2660910,15667
19991001,AMERICAN HOME MORTGAGE HLDGS INC,02660M10,87358
19721214,AMERICAN HOME SHIELD CORP,2663210,13128
19830830,AMERICAN HOME SHIELD CORP,2663220,13128
19940516,AMERICAN HOMEPATIENT INC,2664910,77098
20130801,AMERICAN HOMES 4 RENT,02665T30,14061
19920306,AMERICAN INCOME HOLDING INC,2672810,77452
19770401,AMERICAN INDEMNITY FINL CORP,2675910,13152
20021115,AMERICAN INDEPENDENCE CORP,2676010,43617
20030214,AMERICAN INDEPENDENCE CORP,2676040,43617
19930913,AMERICAN INDUSTRIAL PPTYS REIT,2679110,68726
19971016,AMERICAN INDUSTRIAL PPYS REIT NE,2679120,68726
19840216,AMERICAN INFORMATION TECHS CORP,2680410,65859
19840112,AMERICAN INTEGRITY CORP,2686310,13187
20070821,AMERICAN INTERNATIONAL INDS INC,02686Y20,92212
19721214,AMERICAN INTERNATIONAL GROUP INC,2687410,66800
20090701,AMERICAN INTERNATIONAL GROUP INC,2687478,66800
19870514,AMERICAN HEALTH SVCS CORP,2691310,10063
19971009,AMERICAN ITALIAN PASTA CO,2707010,85411
20000814,AMERICAN LAND LEASE INC,2711810,70818
19860731,AMERICAN LEARNING CORP,2713410,10538
19800325,AMERICAN LEISURE CORP NJ,2715010,13259
19811001,AMERICAN LEISURE CORP NJ,2715030,13275
19780421,AMERICAN LIST CORP,2725810,13283
19700218,AMERICAN MAIZE PRODS CO,2733920,50112
19700218,AMERICAN MAIZE PRODS CO,2733930,50120
19790427,AMERICAN MANAGEMENT SYSTEMS INC,2735210,13304
19960701,AMERICAN MATERIALS & TECHS CORP,2739710,83733
19830621,AMERICAN MEDCARE CORP,2741410,13347
19860808,AMERICAN MEDICAL ELECTRONICS INC,2742510,10555
19900510,AMERICAN MEDICAL HOLDINGS INC,2742810,76190
19920805,AMERICAN MEDICAL RESPONSE INC,2744610,77856
19961113,AMERICAN MEDSERVE CORP,2744810,84189
19890227,AMERICAN MEDICAL TECHS INC,2.74E+13,75706
19941121,AMERICAN MEDIA INC,02744L10,76762
20000811,AMERICAN MEDICAL SYS HLDGS INC,02744M10,88499
19980914,AMERICAN MEDICAL SECURITY GR INC,02744P10,77052
19801029,AMERICAN METALS SVC INC,2748710,13390
20110727,AMERICAN MIDSTREAM PARTNERS L P,02752P10,12892
19860307,AMERICAN MOBILE SYSTEMS INC,2755930,10090
19901130,AMERICAN MOBILE SYSTEMS INC,2755950,10090
19990728,AMERICAN NATIONAL CAN GROUP INC,2771410,87027
19990212,AMERICAN NATIONAL FINANCIAL INC,2771710,86710
19951031,AMERICAN NATIONAL BANCORP INC,2772210,79793
19990423,AMERICAN NATIONAL BANKSHARES INC,2774510,86814
19831222,AMERICAN MEDICAL ALERT CORP,2790410,13470
19900329,AMERICAN PACIFIC BANK,02837P10,76299
19901130,AMERICAN PACIFIC BANK,02837P20,76299
19970519,AMERICAN PACIFIC BANK,02837P30,76299
19791108,AMERICAN NATIONAL INS CO,2859110,13507
19930706,AMERICAN NATURAL ENERGY CORP,2860610,79369
19890124,AMERICAN NETWORK GROUP INC,2861610,75688
19920720,AMERICAN NETWORK GROUP INC,2861630,75688
19860722,AMERICAN OIL & GAS CORP DE,2871110,64143
19920507,AMERICAN OIL & GAS CORP,2871110,64143
20050517,AMERICAN OIL & GAS INC,2872310,90674
19890926,AMERICAN OPPORTUNITY INCOME FUND,2872710,75805
19810327,AMERICAN PACIFIC CORP,2874010,85439
19940613,AMERICAN PACIFIC MINERALS LTD,2878410,77241
19940210,AMERICAN PAGING INC,02882K10,80192
19830901,AMERICAN PHYSICIANS SVC GROUP,2888210,13603
20001208,AMERICAN PHYSICIANS CAPITAL INC,2888410,88828
19931217,AMERICAN RECREATION CO HLDGS INC,2890710,79938
19950613,AMERICAN ONCOLOGY RESOURCES INC,2891010,81682
19960925,AMERICAN RESIDENTIAL SVCS INC,2891110,83979
19970530,AMERICAN RETIREMENT CORP,2891310,84768
19880722,AMERICAN POWER CONVERSION CORP,2906610,11970
19680723,AMERICAN PRECISION INDS INC,2906910,46527
19940328,AMERICAN PREMIER UNDERWRITERS IN,2909210,60687
19950609,AMERICAN RADIO SYSTEMS CORP,2916110,81679
19930129,AMERICAN RE CORP,2916310,78859
19931104,AMERICAN REAL ESTATE INVT CORP,2916610,79890
19870723,AMERICAN REAL ESTATE PARTNERS LP,2916910,75113
20060120,AMERICAN RAILCAR INDUSTRIES INC,02916P10,91075
20000803,AMERICAN REALTY INVESTORS INC,2917410,49322
19691002,AMERICAN REALTY TRUST,2917710,49322
19880624,AMERICAN REALTY TRUST INC,2917710,49322
19890918,AMERICAN REALTY TRUST INC,2917730,49322
19901211,AMERICAN REALTY TRUST INC,2917740,49322
20120301,AMERICAN REALTY CAPITAL TR INC,02917L10,13320
20140407,AMERICAN REALTY CAP HLTHCR TR IN,02917R10,14598
20110907,AMERICAN REALTY CAPITAL PROP INC,02917T10,13003
19721214,AMERICAN RECREATION CTRS INC,2919510,13646
19931217,AMERICAN RESOURCE CORP INC NEW,2926820,79939
19940203,AMERICAN RESOURCE CORP INC,2926820,79939
19920814,AMERICAN RESIDENTIAL HDGS CORP,02926R10,77852
20130509,AMERICAN RESIDENTIAL PPTYS INC,2.93E+33,13886
19981221,AMERICAN RESOURCES OFFSHORE INC,2928010,79587
20001026,AMERICAN RIVER HOLDINGS,2932610,88719
20040602,AMERICAN RIVER BANKSHARES,2932610,88719
19860630,AMERICAN SAFETY CLOSURE CORP,2935110,75504
19900123,AMERICAN SAFETY CLOSURE CORP,2935130,75504
19920901,AMERICAN SAFETY CLOSURE CORP,2935140,75504
19930608,AMERICAN SAFETY RAZOR CO,2936210,79301
19851120,AMERICAN SAVINGS BANK FSB NY,2940410,85447
19910515,AMERICAN SAVINGS OF FLORIDA FSB,02941H10,76300
19930428,AMERICAN SAVINGS OF FLORIDA FSB,02941H30,76300
19721214,AMERICAN SCIENCE & ENGR INC,2942910,58560
19870123,AMERICAN SCREEN CO,2944310,11047
19840703,AMERICAN SHARED HOSPITAL SVCS,2959510,13769
19971106,AMERICAN SKIING CO,2965430,85596
19830228,AMERICAN SOFTWARE INC,2968310,13777
19870820,AMERICAN SOUTHWEST MORTGAGE INVE,02970R10,75114
19950203,AMERICAN STANDARD COS INC DEL,2971210,81285
19960523,AMERICAN STATES FINANCIAL CORP,2986110,83439
19980701,AMERICAN STATES WATER CO,2989910,71475
19881019,AMERICAN STEEL & WIRE CORP,3004110,12115
19790727,AMERICAN STORES CO NEW,3009610,44652
19920918,AMERICAN STUDIOS INC,3010210,77901
19911212,AMERICAN SUPERCONDUCTOR CORP,3011110,77175
20150325,AMERICAN SUPERCONDUCTOR CORP,3011120,77175
19850628,AMERICAN TECHNICAL CERAMICS CORP,3013710,69200
19931210,AMERICAN TELECASTING INC,3015110,79941
19680102,AMERICAN TELEPHONE & TELEG CO,3017710,10401
19860812,AMERICAN TELEVISION & COM CP NEW,3018710,10570
19871221,AMERICAN TOXXIC CONTROL INC,3027010,58481
20120103,AMERICAN TOWER CORP NEW,03027X10,86111
19860506,AMERICAN TRAVELLERS CORP,3029010,10213
19911226,AMERICAN UNITED GLOBAL INC,3034410,77203
19790625,AMERICAN VISION CTRS INC,3038310,13945
19960510,AMERICAN WAGERING INC,3040510,83479
19901004,AMERICAN WASTE SERVICES INC,3040610,76475
19890720,AMERICAN WATER RESOURCES INC,3040810,70392
19680102,AMERICAN WATER WORKS INC,3041110,23544
20010305,AMERICANWEST BANCORPORATION,03058P10,81647
19940822,AMERICAS GROWTH FUND INC,03060F10,80792
19940121,AMERICAS INCOME TRUST INC,03060Q10,80172
19921113,AMERICREDIT CORP,03060R10,75858
20060313,AMERICASBANK CORP,03061G30,91155
19941003,AMERIDATA TECHNOLOGIES INC,03069V10,77242
19911010,AMERIFED FINANCIAL CORP,03070A10,77019
19930610,AMERIGON INC,03070L10,79248
19990128,AMERIGON INC,03070L30,79248
19911218,AMERIWOOD INDUSTRIES INTL CORP,03070M10,67652
19940812,AMERILINK CORP,03070N10,80794
19940331,AMERIQUEST TECHNOLOGIES INC,03070P10,10455
19931109,AMERISTAR CASINOS INC,03070Q10,79795
19951122,AMERIN CORP,03070X10,82548
19700217,AMERON INC CA,3071010,50091
19860401,AMERON INC DE,3071010,50091
19960417,AMERON INTERNATIONAL CORP DEL,3071010,50091
19971022,AMERIPATH INC,03071D10,85518
19950404,AMERISOURCE HEALTH CORP,03071P10,81540
19970304,AMERITRADE HOLDING CORP,03072H10,84597
20000905,AMERUS GROUP CO,03072M10,84406
19970129,AMERUS LIFE HOLDINGS INC,3073210,84406
20010830,AMERISOURCEBERGEN CORP,3.07E+13,81540
19991217,AMERITRANS CAPITAL CORP,03073H10,86161
20011106,AMERIGROUP CORP,03073T10,89204
20020910,AMERITRADE HOLDING CORP NEW,03074K10,84597
20051003,AMERIPRISE FINANCIAL INC,03076C10,90880
20051209,AMERIS BANCORP,03076K10,80498
19680102,AMES DEPARTMENT STORES INC,3078910,44548
19690616,AMES DEPARTMENT STORES INC,3078920,44548
19930422,AMES DEPARTMENT STORES INC,3078950,78120
19791112,AMERITRUST CORP,3090010,13980
19831219,AMERIHEALTH INC FL,3090210,13988
19900725,AMERISCRIBE CORP,3094810,42454
19910429,AMERITECH CORP,3095410,65859
19910214,AMETECH INC,3109510,76876
19970808,AMETEK INC NEW,3110010,85257
19921120,AMFED FINANCIAL INC,3114410,78097
19830617,AMGEN INC,3116210,14008
19951220,AMISYS MANAGED CARE SYSTEMS INC,3153610,82666
20030924,AMIS HOLDINGS INC,3153810,89830
19911223,AMITY BANCSHARES INC,03157H10,77199
19980501,AMKOR TECHNOLOGY INC,3165210,86047
19920806,AMNEX INC,3167410,12230
19920925,AMNEX INC,3167420,12230
20040506,AMNET MORTGAGE INC,03169A10,85413
19831130,AMOSKEAG BANK SHARES INC,3182210,14083
19721214,AMOSKEAG COMPANY,3182510,14091
19680102,A M P INC,3189710,27051
19850424,AMOCO CORP,3190510,19553
19980507,AMRESCO CAPITAL TRUST,3191910,86046
19920717,AMPEX INC,3209210,77781
19960119,AMPEX CORP DEL,3209210,77781
20030612,AMPEX CORP DEL,3209230,77781
19970520,AMPHENOL CORP NEW,3209510,84769
19970124,AMPLIDYNE INC,3210310,84405
19870226,AMRE INC,3215310,75149
19680102,AMREP CORP,3215910,38746
19930805,AMRION INC,3216010,79469
19910326,AMSCO INTERNATIONAL INC,3216110,76596
19871026,AMSERV INC,3216210,62747
19920813,AMSERV HEALTHCARE INC,3216210,62747
19810420,AMSOUTH BANCORPORATION,3216510,62770
20120727,AMREIT INC NEW,03216B20,13500
19961219,AMSCAN HOLDINGS INC,03216N10,84289
19680102,AMSTED INDUSTRIES INC,3217710,10487
19971204,AMSURG CORP,03232P10,85675
19971204,AMSURG CORP,03232P20,85676
20010713,AMSURG CORP,03232P40,85675
19870519,AMTECH SYSTEMS INC,3233210,65008
19880427,AMTECH SYSTEMS INC,3233220,65008
19930607,AMTECH SYSTEMS INC,3233230,65008
19990316,AMTECH SYSTEMS INC,3233250,65008
19860903,AMVESTORS FINANCIAL CORP,3234310,13216
19930614,AMVESTORS FINANCIAL CORP,3234330,13216
19851127,AMWEST INSURANCE GROUP INC,3234510,85527
19920117,AMYLIN PHARMACEUTICALS INC,3234610,77264
19930319,AMTROL INC,03234A10,78951
19930511,AMTRAN INC,03234G10,79149
20100928,AMYRIS INC,03236M10,12307
19960821,ANACOMP INC DEL,3237110,83841
19740314,ANACOMP INC,3237510,64151
20101124,ANACOR PHARMACEUTICALS INC,3242010,12392
19861002,ANADARKO PETROLEUM CORP,3251110,70332
19950421,ANADIGICS INC,3251510,81539
20040326,ANADYS PHARMACEUTICALS INC,03252Q40,90079
20020702,ANALEX CORP,3265310,40695
19721214,ANALOG DEVICES INC,3265410,60871
19960322,ANALOGY INC,3265910,83235
19860211,ANALYSIS & TECHNOLOGY INC,3267210,10043
19760721,ANALYSTS INTERNATIONAL CORP,3268110,14219
20100301,ANALYSTS INTERNATIONAL CORP,3268120,14219
19940817,ANALYTICAL NURSING MANAGEMENT CP,03268J10,80795
19721214,ANAREN MICROWAVE INC,3274410,14227
20021230,ANAREN INC,3274410,14227
20091105,ANCESTRY COM INC,3280310,93124
19910401,ANCHOR BANCORP INC,3283710,11241
19920716,ANCHOR BANCORP WISCONSIN INC,3283910,77783
19861203,ANCHOR FINANCIAL CORP,3303610,10902
19940128,ANCHOR GAMING,3303710,80153
20030925,ANCHOR GLASS CONTAINER CORP NEW,03304B30,89829
19870407,ANCHOR SAVINGS BANK FSB NY,3311910,11241
19940503,ANCOR COMMUNICATIONS INC,03332K10,80505
19831108,ANDAL CORP,3335210,54375
19980421,ANDATACO INC,3349010,43327
19961113,ANDEAN DEVELOPMENT CORP,3349540,84185
20050801,ANDEAN DEVELOPMENT CORP,3349550,84185
19721214,ANDERSON STOKES INC,3409510,15230
19841120,ANDERSON STOKES INC,3409520,15230
19960220,ANDERSONS INC,3416410,83112
19871102,ANDOVER BANCORP INC DEL,3425810,10230
19991208,ANDOVER NET INC,3431810,87475
19800619,ANDREW CORP,3442510,14323
19880318,ANDREWS GROUP INC,3445410,25508
19810526,ANDROS ANALYZERS,3452810,14331
19901212,ANDROS INC,3452810,14331
19960614,ANDRX CORP,3455110,83615
20000907,ANDRX CORP ANDRX GROUP,3455310,83615
19911010,ANERGEN INC,3460210,77020
19940128,ANESTA CORP,3460310,80145
19880805,ANGEION CORP,03462H10,75580
19990518,ANGEION CORP,03462H30,75580
20021206,ANGEION CORP,03462H40,89609
19890201,ANGELES MORTGAGE INVESTMENT TR,3463810,75251
19680110,ANGELICA CORP,3466310,45583
20111117,ANGIES LIST INC,3475410,13106
20040527,ANGIODYNAMICS INC,03475V10,90179
20000217,ANGIOTECH PHARMACEUTICALS INC,3491810,87584
19980330,ANGLOGOLD LTD,3512810,79899
19980805,ANGLOGOLD LTD,3512820,86341
20040426,ANGLOGOLD ASHANTI LTD,3512820,86341
19791001,ANHEUSER BUSCH COS INC,3522910,59184
